COD,year,NUM_CARTO,CODE_IMPUTATION,chapter,chapter_label_short,sector_code,sector_label,chapter_label,cofog1_label,cofog1_code,LIBELLE_ACTIVITE_FR,MONTANT,LIBELLE_ARR,LIBELLE_DEPT,departement,LIBELLE_PROVINCE,region,LOCALITE,LIBELLE_MODE_GESTION,LIBELLE_POST_COMPTABLE,NOM_GESTIONNAIRE
300,2011,IM02547,3.04512E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,GIC des Producteurs Agropastoraux Oeuvrant pour l'avenir de Momzopia (GIC AVENIR),1000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DDADER
300,2011,IM02548,3.04512E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,GIC des Producteurs Agropastoraux de Mbol II (GIC NIBADJOKLA-MOADEL),1000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DDADER
300,2011,IM03148,3.04712E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,GIC des Producteurs Agropastoraux Oeuvrant pour le DÃ©veloppement de Bakouam (GIC FORCE),1000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DDADER
300,2011,IM03149,3.04712E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,GIC des Producteurs Agropastoraux de Moampack (GIC ZONDJABOT),1000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DDADER
300,2011,IM03150,3.04712E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,GIC des Jeunes Agriculteurs de Djemba (GIC YOUNG FARMERS),1000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DDADER
300,2011,IM03143,3.04712E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,"GIC des Agriculteurs, Sylviculteurs et Pastoraux pour le DÃ©veloppement de Moampack (GIC ASPADEM)",1000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DDADER
300,2011,IM02544,3.04512E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,RÃ©fection DDADER Boumba et Ngoko,4500000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DDADER
320,2011,IM03799,3.26412E+11,32,Eau & énergie,18,Eau et énergie,Eau et énergie,Logement et développement urbain,6,MASSIANG  : Forage EquipÃ©,8000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,MASSIANG,Ressources transfÃ©rÃ©s,Commune de Yokadouma,MAIRE
330,2011,IM03901,3.34412E+12,33,Sylviculture & faune,17,Agriculture et dev. rural,Sylviculture et faune,Protection de l'environnement,5,DRFOF/Est : PrÃ©paration des sites du reboisement et mise en terre,7000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,TRESORERIE BERTOUA,DR/MINFOF
330,2011,IM03903,3.34412E+12,33,Sylviculture & faune,17,Agriculture et dev. rural,Sylviculture et faune,Protection de l'environnement,5,DRFOF/Est : Entretien et suivi des plants,9000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,TRESORERIE BERTOUA,DR/MINFOF
330,2011,IM03930,3.34512E+11,33,Sylviculture & faune,17,Agriculture et dev. rural,Sylviculture et faune,Protection de l'environnement,5,Construction du Poste Forestier et Chasse de MIKEL 1Ã¨re phase,20000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,MIKE,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DD/MINFOF
330,2011,IM03902,3.34412E+12,33,Sylviculture & faune,17,Agriculture et dev. rural,Sylviculture et faune,Protection de l'environnement,5,DRFOF/Est : Achat de 16000 (seize mille) plants,34000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,TRESORERIE BERTOUA,DR/MINFOF
350,2011,IM04024,3.55312E+11,35,Emploi,19,Affaires économiques,Emploi et enseignement professionnel,Affaires économiques,4,SAR/SM de Yokadouma : RÃ©paration de la machine de menuiserie,4100000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,Directeur SAR/SM
360,2011,IM04103,3.64512E+11,36,Travaux publics,15,Infrastructure,Travaux publics,Affaires économiques,4,DDTP de la BUMBA ET NGOKO:RÃ©habilitation/Gestion des barriÃ¨res de pluies,11000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Centrale ou Provinciale suivant dÃ©cision maÃ®tre d'ouvrage,RECET FIN YOKADOUMA,DDTP
360,2011,,3.64512E+11,36,Travaux publics,15,Infrastructure,Travaux publics,Affaires économiques,4,Construction du pont de LOKOMO sur le RP4 entre YOKADOUMA et MOULOUNDOU,2000000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,Gestion Centrale,PAIERIE GENERALE,MINTP
420,2011,IM04675,4.26412E+11,42,Affaires sociales,2,Divers,Affaires sociales,Protection sociale,10,COMMUNE DE YOKADOUMA : Acquisition des appareillages pour soutien aux handicapÃ©s,550000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,Ressources transfÃ©rÃ©s,Commune de Yokadouma,MAIRE
420,2011,IM04600,4.25212E+11,42,Affaires sociales,2,Divers,Affaires sociales,Protection sociale,10,Centre Social de Yokadouma : Poursuite construction,10000000,YOKADOUMA,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YOKADOUMA,DÃ©lÃ©gation Automatique Ã  Gestion Centrale ou Provinciale suivant dÃ©cision maÃ®tre d'ouvrage,RECET FIN YOKADOUMA,Chef du Centre
70,2011,,74712182242,7,Administration territoriale,1,Services généraux,Administration territoriale et décentralisation,Services généraux des administrations publiques,1,S/P GARI GOMBO : Dotation en panneaux solaires,15000000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,Gestion Centrale,PAIERIE GENERALE,MINATD
150,2011,IM00621,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EP NGOUNDI : Equipement en bureau de maÃ®tre,250000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,Ressources transfÃ©rÃ©s,Commune de Gari-Gombo,Maire
150,2011,IM00619,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EPB GARI-GOMBO : Equipement en bureau de maÃ®tre,250000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,Ressources transfÃ©rÃ©s,Commune de Gari-Gombo,Maire
150,2011,IM00313,1.54712E+11,15,Education primaire,9,Education,Education primaire,Education,9,IAEB GARI GOMBO : Equipement des Services Exterieurs en MatÃ©riel de bureau ( Photocopieur),1000000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,DÃ©lÃ©gation Automatique Ã  Gestion Centrale ou Provinciale suivant dÃ©cision maÃ®tre d'ouvrage,RECET FIN YOKADOUMA,DDEB
150,2011,IM00620,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EPB GARI-GOMBO : Equipement en tables bancs,1800000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,Ressources transfÃ©rÃ©s,Commune de Gari-Gombo,Maire
150,2011,IM00622,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EP NGOUNDI : Equipement en tables bancs,1800000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,Ressources transfÃ©rÃ©s,Commune de Gari-Gombo,Maire
150,2011,IM00618,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EPB GARI GOMBO : Construction des Blocs Latrines,3500000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,Ressources transfÃ©rÃ©s,Commune de Gari-Gombo,Maire
150,2011,IM00617,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EP NGOUNDI : Construction des Blocs Latrines,3500000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,Ressources transfÃ©rÃ©s,Commune de Gari-Gombo,Maire
150,2011,IM00616,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EP NGOUNDI : Construction salles de classe,16000000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,Ressources transfÃ©rÃ©s,Commune de Gari-Gombo,Maire
150,2011,IM00615,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EPB GARI-GOMBO : Construction salles de classe,16000000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,Ressources transfÃ©rÃ©s,Commune de Gari-Gombo,Maire
250,2011,IM02034,2.55512E+11,25,Education secondaire,9,Education,Education secondaire,Education,9,CETIC de Gari Gombo : Equipement de l'atelier de maÃ§onnerie en matÃ©riel didactique,4000000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,DÃ©lÃ©gation Automatique Ã  Gestion Centrale ou Provinciale suivant dÃ©cision maÃ®tre d'ouvrage,PERCEPTION GARI-GOMBO,DIRECTEUR
250,2011,IM02033,2.55512E+11,25,Education secondaire,9,Education,Education secondaire,Education,9,CETIC DE GARI GOMBO: construction 02 salles de classe,18000000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,PERCEPTION GARI-GOMBO,DIRECTEUR
300,2011,IM02546,3.04512E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,GIC des Agriculteurs de Messe  (GIC AGME),1000000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DDADER
300,2011,IM03145,3.04712E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,GIC des Producteurs Agropastoraux Oeuvrant pour la Promotion Socio-Economique de Paya (GIC PROMOTION),1000000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DDADER
300,2011,IM03146,3.04712E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,GIC des Agriculteurs et Eleveurs Familiaux du Cameroun (GIC LA FAMILLE),1000000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DDADER
300,2011,IM03141,3.04712E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,Equipement DAADER Gari Gombo,1500000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GARI-GOMBO,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,PERCEPTION GARI-GOMBO,DAADER
320,2011,IM03793,3.26412E+11,32,Eau & énergie,18,Eau et énergie,Eau et énergie,Logement et développement urbain,6,GRIBI : Forage EquipÃ©,8000000,GARI-GOMBO,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,GRIBI,Ressources transfÃ©rÃ©s,Commune de Gari-Gombo,MAIRE
70,2011,IM00059,74712302220,7,Administration territoriale,1,Services généraux,Administration territoriale et décentralisation,Services généraux des administrations publiques,1,S/P MOLOUNDOU : RÃ©fection bureaux,3000000,MOULOUNDOU,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,MOLOUNDOU,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,PERCEPTION MOULOUNDOU,SOUS PREFET
150,2011,IM00635,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EP SOCAMBO : Equipement en bureau de maÃ®tre,250000,MOULOUNDOU,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,SOCAMBO,Ressources transfÃ©rÃ©s,Commune de Moloundou,MAIRE
150,2011,IM00634,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EP MALAP-NGULILI : Equipement en bureau de maÃ®tre,250000,MOULOUNDOU,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,MOLOUNDOU,Ressources transfÃ©rÃ©s,Commune de Moloundou,MAIRE
150,2011,IM00637,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EP MALAP NGULILI: Equipement en tables bancs,1800000,MOULOUNDOU,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,NGUILLI,Ressources transfÃ©rÃ©s,Commune de Moloundou,Maire
150,2011,IM00636,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EP YENGA Doucement : Equipement en tables bancs,1800000,MOULOUNDOU,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YENGA,Ressources transfÃ©rÃ©s,Commune de Moloundou,Maire
150,2011,IM00633,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EP MALAP-NGULILI:Construction des salles de classe,16000000,MOULOUNDOU,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,NGUILLI,Ressources transfÃ©rÃ©s,Commune de Moloundou,Maire
150,2011,IM00632,1.56412E+11,15,Education primaire,9,Education,Education primaire,Education,9,EP YENGA (DOUCEMENT) : Construction salles de classe,16000000,MOULOUNDOU,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,YENGA,Ressources transfÃ©rÃ©s,Commune de Moloundou,Maire
250,2011,IM01913,2.55412E+12,25,Education secondaire,9,Education,Education secondaire,Education,9,LYCEE DE MINDOUROU : construction 02 salles de classe,18000000,MOULOUNDOU,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,MINDOUROU,DÃ©lÃ©gation Automatique Ã  Gestion Centrale ou Provinciale suivant dÃ©cision maÃ®tre d'ouvrage,PERCEPTION MOULOUNDOU,PROVISEUR
250,2011,,2.54512E+11,25,Education secondaire,9,Education,Education secondaire,Education,9,LT Mouloundou : ArriÃ©rÃ©s pour  Equipement Atelier de GÃ©nie Civil,37900000,MOULOUNDOU,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,MOLOUNDOU,Gestion Centrale,PAIERIE GENERALE,Ministre
300,2011,IM02545,3.04512E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,GIC des Producteurs Agricoles Champions de Moloundou (GIC CHAMPIONS),1000000,MOULOUNDOU,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,MOLOUNDOU,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DDADER
300,2011,IM03144,3.04712E+11,30,Agriculture et dev. rural,17,Agriculture et dev. rural,Agriculture et développement rural,Affaires économiques,4,GIC des agriculteurs et Eleveurs de Yenga (GIC AGEY),1000000,MOULOUNDOU,BOUMBA ET NGOKO,Boumba-et-Ngoko,EST,Est,MOLOUNDOU,DÃ©lÃ©gation Automatique Ã  Gestion Provinciale,RECET FIN YOKADOUMA,DDADER
